4.84884	4.977226
2.4048228	7.6947575
-1.6829168	-1.1483419
4.550231	4.982303
-4.3422165	6.9696803
5.52199	3.7244182
3.297582	7.286033
1.3647778	6.981313
3.33643	12.593291
5.019115	6.034598
3.439234	3.9730647
3.3641489	4.3194594
3.205106	8.217714
0.668807	5.588403
4.210793	6.0553885
5.029453	0.07589134
6.0788584	4.8951645
2.0778098	7.110785
2.7126265	8.550037
0.2576144	-4.7686934
4.629879	6.146737
3.342922	7.74368
2.7019246	15.497053
5.0259066	3.3739715
3.6819632	7.1290793
4.733066	2.9251633
4.0432854	2.9166102
5.9565754	4.333248
6.013317	2.9064832
1.2223271	8.712402
-4.3439794	8.063161
-1.2900648	1.2410532
4.537684	4.4629602
-2.0342655	11.980585
5.897261	2.9125307
-5.0597878	1.7031119
-5.5900383	1.526731
-0.92258745	6.8407993
0.41838497	12.966173
-3.5054457	4.1240597
-3.7555227	5.1602244
2.5452552	8.259087
3.2878745	4.986939
4.348741	6.316953
-2.995887	7.614681
5.425872	5.985607
4.9543986	6.548362
0.38259983	5.844947
-0.99514437	9.949632
4.156198	5.892179
1.4410359	0.3380355
0.081280984	6.797413
-0.7841441	9.757448
-2.1233397	8.766292
-0.651107	9.97066
3.590514	8.859239
3.668192	8.808306
-8.952856	10.158461
4.0184093	5.151013
1.9055461	7.266001
4.269327	4.849445
2.4326134	15.980384
5.2443404	6.2286243
7.3789144	5.473691
5.75966	7.075785
2.319197	2.7396963
1.2359	8.592753
-0.42465603	1.2529681
1.2850548	7.290927
4.5504494	6.0892277
-7.720734	1.642984
-2.059516	2.790055
4.2371864	5.9113393
4.4315634	5.9961624
0.35340872	6.4334164
0.96581936	8.148548
-0.8685776	9.453809
-1.8835104	9.417227
4.3041983	4.3729644
3.3112476	5.544689
4.668989	5.7480936
3.060866	6.5702863
4.54481	5.6217456
5.0659294	4.234612
2.9182255	6.361538
-0.60204536	7.0006866
5.235602	6.2811985
7.4011893	5.459539
-3.9502869	6.1468754
-2.1997602	3.0608258
-2.2034767	3.0443575
0.009555484	6.8480577
4.492621	5.7869425
-1.008837	10.3410845
-1.19337	9.404434
7.3705506	6.4238276
-10.359271	8.192102
-0.85970926	6.7968445
-1.1737366	6.7209716
2.8005981	14.340511
-0.96283907	6.698009
-0.51425666	4.9513526
6.5649676	4.5167956
-4.225446	0.45262745
4.12986	5.59709
4.7292747	5.631153
1.6453246	8.315217
1.2355187	8.721066
4.236574	9.337527
4.4115047	6.148266
3.0656404	7.596265
4.876645	6.2626996
-3.8190851	4.5031266
-1.6900543	0.018606951
-1.0663811	6.684074
-6.3588104	8.40849
-4.116742	0.42200822
-7.109325	-2.9468365
-11.175499	-0.68235254
0.5231031	6.45942
4.075085	6.5839987
1.5612345	7.2553716
-5.7906904	1.600487
0.6133118	6.4169106
5.758659	3.8720803
3.6726873	9.239216
2.9066832	7.9562507
3.1825116	10.321631
5.382737	3.8077383
3.994168	3.0210984
3.9569867	2.9893494
2.8656087	8.005879
8.834635	16.279934
-1.7102618	0.833897
2.9992738	9.442417
-1.9257746	1.6072607
5.2590733	5.1221867
-5.683457	0.18894158
3.222026	1.497305
5.4513655	-0.7597793
-0.8115189	7.1537714
-3.0871816	1.5637442
2.735135	6.445235
